appid,name,developer,publisher
35460,The Ball,Teotl Studios,Tripwire Interactive
35480,Dwarfs!?,Power of 2,Tripwire Interactive
213650,Dwarfs - F2P,Power of 2,Tripwire Interactive
232090,Killing Floor 2,Tripwire Interactive,Tripwire Interactive
326960,Killing Floor - Toy Master,"David Hensley, Alex Quick",Tripwire Interactive
418460,Rising Storm 2: Vietnam,"Antimatter Games, Tripwire Interactive",Tripwire Interactive
359230,Lethis - Path of Progress,Triskell Interactive,Triskell Interactive
505660,The Crystal Nebula,Tristan Hodges,Tristan Hodges
439440,Of Carrots And Blood,Trite Games,Trite Games
61500,Age of Wonders,Triumph Studios,Triumph Studios
61510,Age of Wonders II: The Wizard's Throne,Triumph Studios,Triumph Studios
61520,Age of Wonders Shadow Magic,Triumph Studios,Triumph Studios
226840,Age of Wonders III,Triumph Studios,Triumph Studios
385240,Ultimate Arena,Triverske,Triverske
390870,Circuit Breakers,Triverske,"Triverske, Excalibur Games"
516000,Candy Thieves - Tale of Gnomes,TrolleyBuzz LLC,TrolleyBuzz LLC
539690,Nanomedix Inc,ItRuStore Games,TrolleyBuzz LLC
438310,SCORE,True Illusion Software,True Illusion Software
32150,Everyday Genius: SquareLogic,TrueThought,TrueThought
552190,Pure Heart,TryKing,TryKing
445600,Void Raiders,Tryzna83,Tryzna83
578330,LEGO City Undercover,Traveller's Tales,TT Games
522660,Snooker-online multiplayer snooker game!,TTCX Inc.,TTCX Inc.
454680,MetaTron,TubbyKiD UG (haftungsbeschrÃ¤nkt),TubbyKiD UG (haftungsbeschrÃ¤nkt)
558810,Doomed Kingdoms,tumangames,tumangames
547520,Rapture - World Conquest,Tundra Games Ltd,Tundra Games Ltd
575600,2017 VR,Tungsten Games,Tungsten Games
609170,Drummer Talent VR,Tungsten Games,Tungsten Games
596640,Lost in the Ocean VR,Tunnel Vision Studio,Tunnel Vision Studio
385260,Lamia Must Die,Tuomo Laine,Tuomo Laine
423740,Save Your Mother,Tuomo Laine,Tuomo's games
328070,Reflex Arena,Turbo Pixel Studios,Turbo Pixel Studios
440330,Warhammer: Arcane Magic,Turbo Tape Games,Turbo Tape Games
583190,The Astonishing Game,Turbo Tape Games,Turbo Tape Games
331190,Master Spy,TURBOGUN,TURBOGUN
512700,Duckles: the Jigsaw Witch,Turbulon Interactive,Turbulon Interactive
405780,Alpha Polaris : A Horror Adventure Game,Turmoil Games,Turmoil Games
371970,Barony,Turning Wheel LLC,Turning Wheel LLC
511810,CHEXS,Turnopia,Turnopia
519140,Minds Eyes,Stanislaw Truchowski,TurnVex
603810,A Girls Fabric Face,Stanislaw Truchowski,TurnVex
212110,Sugar Cube: Bittersweet Factory,Turtle Cream,Turtle Cream
299660,6180 the moon,"Turtle Cream, PokPoong Games",Turtle Cream
230860,Cannon Brawl,,Turtle Sandbox
391650,Escape From BioStation,Tusky Games,Tusky Games
601530,Darkarta: A Broken Heart's Quest Collector's Edition,Tuttifrutti Interactive,Tuttifrutti Interactive
45900,CID The Dummy,TWELVE,TWELVE
263920,Zombie Grinder,TwinDrills,TwinDrills
506760,Twisty's Asylum Escapades,Twisted Jenius,Twisted Jenius
26000,The Maw,Twisted Pixel Games,Twisted Pixel Games
219680,Proteus,Ed Key and David Kanaga,Twisted Tree
300360,Evil Pumpkin: The Lost Halloween,Two Desperados,Two Desperados
393150,The Dreamatorium of Dr. Magnus 2,Two Desperados,Two Desperados
513970,Alpha Decay,Two Headed Monkey,Two Headed Monkey
550590,Archaica: The Path of Light,Two Mammoths,Two Mammoths
471640,.EXE,"Two Man Army Games, L.L.C","Two Man Army Games, L.L.C"
201420,Toki Tori 2+,Two Tribes,Two Tribes
38700,Toki Tori,Two Tribes,Two Tribes Publishing
38720,RUSH,Two Tribes,Two Tribes Publishing
38740,EDGE,Two Tribes,Two Tribes Publishing
278100,"RIVE: Wreck, Hack, Die, Retry!",Two Tribes,Two Tribes Publishing
486850,Card of spirits,TXBDÂ·PKXÂ·LFÂ·GXM,TXBDÂ·PKXÂ·LFÂ·GXM
645780,Robot Pirates,Tydecon Games,Tydecon Games
439260,"""BUTTS: The VR Experience""",Tyler Hurd,Tyler Hurd
514540,Hate Free Heroes RPG,Starlight Studios,U Game Me
658420,Hate Free Heroes Online,Starlight Productions,U Game Me
660880,b,u&i,s
262190,Zombeer,"Moonbite Games, PadaOne Games",U&I Entertainment
13140,America's Army 3,U.S. Army,U.S. Army
203290,America's Army: Proving Grounds,U.S. Army,U.S. Army
470760,Antiflux,UAA Software,UAA Software
63200,Monday Night Combat,Uber Entertainment,Uber Entertainment
104700,Super MNC,Uber Entertainment,Uber Entertainment
208030,Moon Breakers,Imba Entertainment,Uber Entertainment
233250,Planetary Annihilation,Uber Entertainment,Uber Entertainment
386070,Planetary Annihilation: TITANS,Uber Entertainment,Uber Entertainment
2100,Dark Messiah of Might & Magic,Arkane Studios,Ubisoft
2130,Dark Messiah of Might & Magic,Arkane Studios,Ubisoft
2450,Bloody Good Time,Outerlight Ltd.,Ubisoft
7200,Trackmania United Forever Star Edition,Nadeo,Ubisoft
11020,TrackMania Nations Forever,Nadeo,Ubisoft
13500,Prince of Persia: Warrior Within,Ubisoft,Ubisoft
13520,Far Cry,Crytek Studios,Ubisoft
13530,Prince of Persia: The Two Thrones,Ubisoft Montreal,Ubisoft
13540,Tom Clancy's Rainbow Six Vegas,Ubisoft Montreal,Ubisoft
13560,Tom Clancy's Splinter Cell,Ubisoft,Ubisoft
13570,Tom Clancy's Splinter Cell Chaos Theory,Ubisoft Montreal,Ubisoft
13580,Tom Clancy's Splinter Cell Double Agent,Ubisoft Montreal,Ubisoft
13600,Prince of Persia: The Sands of Time,Kudosoft,Ubisoft
13620,Tom Clancy's Ghost Recon Desert Siege,Red Storm Entertainment,Ubisoft
13630,Tom Clancy's Ghost Recon Island Thunder,Red Storm Entertainment,Ubisoft
15000,Tom Clancy's Rainbow Six Lockdown,Red Storm Entertainment,Ubisoft
15080,Rayman Raving Rabbids,"Ubisoft Bulgaria, Ubisoft Montpellier",Ubisoft
15100,Assassin's Creed: Director's Cut Edition,Ubisoft Montreal,Ubisoft
15120,Tom Clancy's Rainbow Six Vegas 2,Ubisoft Montreal,Ubisoft
15130,Beyond Good and Evil,Ubisoft,Ubisoft
15140,Petz Dogz 2,Ubisoft,Ubisoft
15150,Petz Catz 2,Ubisoft,Ubisoft
15160,Petz Horsez 2,Ubisoft,Ubisoft
15170,Heroes of Might & Magic V,Nival,Ubisoft
15190,Brothers in Arms: Road to Hill 30,Gearbox Software,Ubisoft
15200,Silent Hunter: Wolves of the Pacific,Ubisoft Romania,Ubisoft
15210,Silent Hunter III,Ubisoft,Ubisoft
15230,Blazing Angels 2: Secret Missions of WWII,Ubisoft,Ubisoft
15240,Silent Hunter: Wolves of the Pacific U-Boat Missions,Ubisoft Romania,Ubisoft
15270,Cold Fear,Darkworks,Ubisoft
15300,Tom Clancy's Ghost Recon,Red Storm Entertainment,Ubisoft
15310,The Settlers: Heritage of Kings,Ubisoft Blue Byte Studio,Ubisoft
15350,Brain Spa,Ubisoft,Ubisoft
15370,Heroes of Might & Magic V: Tribes of the East,Nival,Ubisoft
15380,Heroes of Might & Magic V: Hammers of Fate,Nival,Ubisoft
15390,Brothers in Arms: Hell's Highway,Gearbox Software,Ubisoft
19800,Brothers in Arms: Earned in Blood,Gearbox Software,Ubisoft
19810,The Sum of All Fears,Red Storm Entertainment,Ubisoft
19830,Tom Clancy's Rainbow Six 3 Gold,"Red Storm Entertainment, Ubisoft Montreal",Ubisoft
19900,Far Cry 2: Fortune's Edition,Ubisoft Montreal,Ubisoft
19930,The Settlers: Rise Of An Empire Gold Edition,Blue Byte,Ubisoft
19980,Prince of Persia,Ubisoft Montreal,Ubisoft
21780,Driver Parallel Lines,Ubisoft Reflections,Ubisoft
21800,Tom Clancy's EndWar,Ubisoft  ShanghaÃ¯,Ubisoft
21970,R.U.S.E,Eugen Systems,Ubisoft
21980,Call of Juarez: Bound in Blood,Techland,Ubisoft
33210,Dawn of Discovery,"Blue Byte, Related Designs",Ubisoft
33230,Assassin's Creed 2 Deluxe Edition,Ubisoft Montreal,Ubisoft
33260,Heroes Over Europe,Transmission Games,Ubisoft
33320,Prince of Persia: The Forgotten Sands,Ubisoft Montreal,Ubisoft
33390,Zeit,Brightside Games,Ubisoft
33420,Call of Juarez: The Cartel,,Ubisoft
33440,Driver San Francisco,Ubisoft Reflections,Ubisoft
33460,From Dust,Ubisoft Montpellier,Ubisoft
48110,Silent Hunter 5: Battle of the Atlantic,Ubisoft Romania,Ubisoft
48150,Voodoo Dice,Exkee,Ubisoft
48190,Assassins Creed Brotherhood,Ubisoft Montreal,Ubisoft
48210,The Settlers 7: Paths to a Kingdom: Deluxe Gold Edition,Blue Byte,Ubisoft
48220,Might & Magic: Heroes VI,Blackhole,Ubisoft
48240,Anno 2070,"Blue Byte, Related Designs",Ubisoft
61700,Might & Magic: Clash of Heroes,Capybara Games,Ubisoft
96400,Shoot Many Robots,Demiurge Studios,Ubisoft
201870,Assassin's Creed Revelations,Ubisoft Montreal,Ubisoft
204450,Call of Juarez Gunslinger,Techland,Ubisoft
204840,Babel Rising,Mando productions,Ubisoft
205190,Rocksmith,Ubisoft - San Francisco,Ubisoft
208480,Assassins Creed III,Ubisoft Montreal,Ubisoft
208860,Mad Riders,Techland,Ubisoft
210870,Cloudberry Kingdom,Pwnee Studios,Ubisoft
212630,Tom Clancy's Ghost Recon: Future Soldier,"Ubisoft Paris, Red Storm Entertainment",Ubisoft
213670,South Park: The Stick of Truth,Obsidian Entertainment,Ubisoft
214250,I Am Alive,Ubisoft  ShanghaÃ¯,Ubisoft
220160,Trials Evolution: Gold Edition,"Redlynx Ltd, Ubisoft  ShanghaÃ¯",Ubisoft
220240,Far Cry 3,"Ubisoft Montreal, Massive Entertainment, and Ubisoft Shanghai",Ubisoft
221680,Rocksmith 2014 Edition - Remastered,Ubisoft - San Francisco,Ubisoft
228760,TrackMania Canyon,Nadeo,Ubisoft
229870,ShootMania Storm,Nadeo,Ubisoft
232910,TrackMania Stadium,Nadeo,Ubisoft
233270,Far Cry 3 - Blood Dragon,Ubisoft Montreal,Ubisoft
235600,Tom Clancys Splinter Cell Blacklist,Ubisoft Toronto,Ubisoft
238750,Might & Magic X - Legacy,Ubisoft,Ubisoft
241560,The Crew,Ivory Tower in collaboration with Ubisoft Reflections,Ubisoft
242050,Assassins Creed IV Black Flag,Ubisoft Montreal,Ubisoft
242550,Rayman Legends,,Ubisoft
243360,TrackMania Valley,Nadeo,Ubisoft
243470,Watch_Dogs,Ubisoft,Ubisoft
245490,Trials Fusion,"RedLynx, in collaboration with  Ubisoft Shanghai, Ubisoft Kiev",Ubisoft
245730,Flashback,,Ubisoft
256290,Child of Light,Ubisoft MontrÃ©al,Ubisoft
260210,Assassins Creed Liberation HD,Ubisoft Sofia,Ubisoft
260230,Valiant Hearts: The Great War / Soldats Inconnus : Mmoires de la Grande Guerre,Ubisoft Montpellier,Ubisoft
272350,Tom Clancy's Ghost Recon Phantoms - EU,Ubisoft Singapore,Ubisoft
276770,Toy Soldiers: War Chest,"Signal Studios, Krome Studios",Ubisoft
277590,Assassin's Creed Freedom Cry,Ubisoft Montreal,Ubisoft
289650,Assassin's Creed Unity,Ubisoft,Ubisoft
298110,Far Cry 4,"Ubisoft Montreal, Red Storm, Shanghai, Toronto, Kiev",Ubisoft
304390,FOR HONOR,"Ubisoft Montreal, Ubisoft Quebec, Ubisoft Toronto, Blue Byte",Ubisoft
311560,Assassins Creed Rogue,"Ubisoft Sofia, Ubisoft Kiev",Ubisoft
321960,Might & Magic Heroes VII,Limbic Entertainment,Ubisoft
323320,Grow Home,"Reflections, a Ubisoft Studio",Ubisoft
336510,Anno Online,Blue Byte,Ubisoft
336520,Might & Magic Heroes Online,Blue Byte,Ubisoft
339230,ZOMBI,Straight Right,Ubisoft
354640,The Settlers Online,Blue Byte,Ubisoft
359550,Tom Clancy's Rainbow Six Siege,Ubisoft Montreal,Ubisoft
365590,Tom Clancys The Division,Massive Entertainment,Ubisoft
368500,Assassin's Creed Syndicate,"Ubisoft Quebec, in collaboration with Ubisoft Annecy, Bucharest, Kiev, Montreal, Montpellier, Shanghai, Singapore, Sofia, Toronto studios",Ubisoft
371660,Far Cry Primal,Ubisoft,Ubisoft
374520,Champions of Anteria,Blue Byte,Ubisoft
375900,Trackmania Turbo,Nadeo,Ubisoft
375910,Anno 2205,Blue Byte,Ubisoft
408250,Eagle Flight,Ubisoft Montreal Studio,Ubisoft
426790,Grow Up,"Reflections, a Ubisoft Studio",Ubisoft
435480,Trials of the Blood Dragon,"Redlynx, Ubisoft Kiev",Ubisoft
445310,Might and Magic: Heroes VII  Trial by Fire,Limbic Entertainment,Ubisoft
446560,Just Dance 2017,"Ubisoft Paris, Ubisoft Pune",Ubisoft
447040,Watch_Dogs 2,Ubisoft,Ubisoft
460920,Steep,"Ubisoft Annecy, Ubisoft Montpellier, Ubisoft Kiev",Ubisoft
460930,Tom Clancy's Ghost Recon Wildlands,"Ubisoft Paris, Ubisoft Annecy, Ubisoft Bucharest, Ubisoft Montpellier, Ubisoft Milan, Reflections",Ubisoft
488950,Werewolves Within,Ubisoft,Ubisoft
517070,Might & Magic  Showdown,"Ubisoft Montreal, Fun House",Ubisoft
527100,Star Trek: Bridge Crew,Ubisoft,Ubisoft
550040,Steep Open Beta,"Ubisoft Annecy, Ubisoft Montpellier, Ubisoft Kiev",Ubisoft
572600,FOR HONORâ„¢ BETA,"Ubisoft Montreal, Ubisoft Quebec, Ubisoft Toronto, Blue Byte",Ubisoft
584210,Tom Clancy's Ghost ReconÂ® Wildlands Open Beta,"Ubisoft Paris, Ubisoft Annecy, Ubisoft Bucharest, Ubisoft Montpellier, Ubisoft Milan, Reflections",Ubisoft
600720,Trackmania Lagoon,Nadeo,Ubisoft
316750,Tetris Ultimate,Ubisoft - San Francisco,Ubisoft - San Francisco
297000,Heroes of Might & Magic III - HD Edition,DotEmu,Ubisoft Entertainment
354380,Assassins Creed Chronicles: China,Climax Studios,Ubisoft Entertainment
359600,Assassins Creed Chronicles: Russia,Climax Studios,Ubisoft Entertainment
359610,Assassins Creed Chronicles: India,Climax Studios,Ubisoft Entertainment
470220,UNO,Ubisoft Entertainment,Ubisoft Entertainment
239220,The Mighty Quest For Epic Loot,Ubisoft Montreal,Ubisoft Montreal
207490,Rayman Origins,"UBIart Montpellier, Feral Interactive (Mac)","Ubisoft, Feral Interactive (Mac)"
523570,Across Flash,Uborm,Uborm
366960,SECTOR,UD,UD
560080,I may die!,uegamestudio,uegamestudio
429220,FullBlast,UFO Crash Games,UFO Crash Games
577210,Q.U.I.R.K.,uGen Inc.,uGen Inc. 
263560,Paper Sorcerer,Jesse Gallagher,Ultra Runaway Games
551770,ECHO,ULTRA ULTRA,ULTRA ULTRA
465190,Space Survival,Moran Rod,UltraShock Gaming
502100,Death's Life,Umbu Games,Umbu Games
479330,Crazy Stone Deep Learning -The First Edition-,"UNBALANCE Corporation, RÃ©mi Coulom SAS",UNBALANCE Corporation
680980,HEADLINER,Unbound Creations,Unbound Creations
411600,The Sentient,Uncaged Studios,Uncaged Studios
500380,"UNCORPOREAL - ""Fluffy!""",Uncorporeal Systems,Uncorporeal Systems
501380,"UNCORPOREAL - ""Alcatraz Island Lofts""",Uncorporeal Systems,Uncorporeal Systems
511360,UNCORPOREAL - Holographic Photography Demo,Uncorporeal Systems,Uncorporeal Systems
351040,Moonrise,Undead Labs,Undead Labs LLC
365500,quadrant,undef,undef
463160,Super Dungeon Tactics,Underbite Games,Underbite Games
356520,Port of Call,Underdog Games,Underdog Games
354770,Trigger Saint,Aaron Arcand,Undergroundies
667120,YouTubers Galaxy,UnderMax Games,UnderMax Games
349670,Solar System Conflict,UnexEvo,UnexEvo
461210,Riding Out,UnexEvo,UnexEvo
297490,Spy Chameleon - RGB Agent,Unfinished Pixel,Unfinished Pixel
200390,Oil Rush,Unigine Corp.,Unigine Corp.
428430,Endorlight,Unika Games,Unika Games
526790,Monsti,Unika Games,Unika Games
652570,Mystika 3 : Awakening of the dragons,Unikgame,Unikware
553100,Timber! The Logging Experts,Stonehill Games,UniqueGames
587330,MARS SIMULATOR - RED PLANET,Stonehill Games,UniqueGames
412720,SMASH+GRAB,United Front Games,United Front Games
38230,Hotel Giant 2,"Enlight Software Limited, PerspectX",United Independent Entertainment
236790,Agricultural Simulator 2013 - Steam Edition,Actalogic,United Independent Entertainment GmbH
237550,Realms of Arkania: Blade of Destiny,Crafty Studios,United Independent Entertainment GmbH
248490,1953 - KGB Unleashed,,United Independent Entertainment GmbH
258880,Professional Farmer 2014,PlayWay S.A.,United Independent Entertainment GmbH
259890,Agricultural Simulator: Historical Farming,Actalogic,United Independent Entertainment GmbH
259910,Farming Giant,Actalogic,United Independent Entertainment GmbH
267600,Airport Simulator 2014,United Independent Entertainment GmbH,United Independent Entertainment GmbH
267610,Woodcutter Simulator 2013,United Independent Entertainment GmbH,United Independent Entertainment GmbH
267670,Realms of Arkania 1 - Blade of Destiny Classic,attic Entertainment Software GmbH,United Independent Entertainment GmbH
270750,Realms of Arkania 2 - Star Trail Classic,attic Entertainment Software GmbH,United Independent Entertainment GmbH
270760,Realms of Arkania 3 - Shadows over Riva Classic,attic Entertainment Software GmbH,United Independent Entertainment GmbH
271360,Industry Giant 2,"Fancy Bytes, Reactor",United Independent Entertainment GmbH
271370,Transport Giant,United Independent Entertainment GmbH,United Independent Entertainment GmbH
273730,Driving School Simulator,Ovilex Software,United Independent Entertainment GmbH
273740,Extreme Roads USA,United Independent Entertainment GmbH,United Independent Entertainment GmbH
273760,Towtruck Simulator 2015,United Independent Entertainment GmbH,United Independent Entertainment GmbH
273790,Agricultural Simulator 2012: Deluxe Edition,United Independent Entertainment GmbH,United Independent Entertainment GmbH
273800,Forestry 2017 - The Simulation,"Joindots, SilentFuture",United Independent Entertainment GmbH
273820,Mining & Tunneling Simulator,United Independent Entertainment GmbH,United Independent Entertainment GmbH
273830,Aviator - Bush Pilot,Netmin Games,United Independent Entertainment GmbH
273850,Ski-World Simulator,United Independent Entertainment GmbH,United Independent Entertainment GmbH
273860,Snowcat Simulator,United Independent Entertainment GmbH,United Independent Entertainment GmbH
273890,Arctic Trucker Simulator,United Independent Entertainment GmbH,United Independent Entertainment GmbH
273940,Warehouse and Logistics Simulator,app2fun,United Independent Entertainment GmbH
288860,Realms of Arkania: Star Trail,Crafty Studios,United Independent Entertainment GmbH
288880,Pineview Drive,UIG International GmbH,United Independent Entertainment GmbH
300510,Them - The Summoning,Gamatic,United Independent Entertainment GmbH
301990,School Bus Fun,"Fancy Bytes, Reactor",United Independent Entertainment GmbH
304150,Bloodbath,Freedom Factory,United Independent Entertainment GmbH
304170,Kick-Ass 2,Freedom Factory,United Independent Entertainment GmbH
304190,Bloonz Toonz,United Independent Entertainment GmbH,United Independent Entertainment GmbH
331120,Passing Pineview Forest,VIS - Visual Imagination Software,United Independent Entertainment GmbH
346040,Joe's Diner,VIS - Visual Imagination Software,United Independent Entertainment GmbH
347410,Jerry McPartlin - Rebel with a Cause,bluebox interactive,United Independent Entertainment GmbH
373800,Fantastic Pinball Thrills,"Fancy Bytes, Reactor",United Independent Entertainment GmbH
373810,Hot Pinball Thrills,"Fancy Bytes, Reactor",United Independent Entertainment GmbH
373820,Soccer Pinball Thrills,"Fancy Bytes, Reactor",United Independent Entertainment GmbH
389680,Luxury Hotel Emporium,United Independent Entertainment GmbH,United Independent Entertainment GmbH
389690,Nightclub Emporium,United Independent Entertainment GmbH,United Independent Entertainment GmbH
433670,Professional Farmer 2017,VIS - Visual Imagination Software,United Independent Entertainment GmbH
446430,Doctor Watson - Treasure Island,United Independent Entertainment GmbH,United Independent Entertainment GmbH
446440,Doctor Watson - The Riddle of the Catacombs,United Independent Entertainment GmbH,United Independent Entertainment GmbH
446450,Blaster Simulator,United Independent Entertainment GmbH,United Independent Entertainment GmbH
446460,Highland Warriors,United Independent Entertainment GmbH,United Independent Entertainment GmbH
446470,New York Taxi Simulator,Little Freedom Factory,United Independent Entertainment GmbH
446480,New York Bus Simulator,Little Freedom Factory,United Independent Entertainment GmbH
446490,Rail Cargo Simulator,United Independent Entertainment GmbH,United Independent Entertainment GmbH
450570,Roadworks Simulator,United Independent Entertainment GmbH,United Independent Entertainment GmbH
450590,Safety Driving Simulator: Car,United Independent Entertainment GmbH,United Independent Entertainment GmbH
450600,Safety Driving Simulator: Motorbike,United Independent Entertainment GmbH,United Independent Entertainment GmbH
451960,The Secret of Pineview Forest,VIS - Visual Imagination Software,United Independent Entertainment GmbH
452000,Military Life: Tank Simulator,United Independent Entertainment GmbH,United Independent Entertainment GmbH
452930,Insane,VIS - Visual Imagination Software,United Independent Entertainment GmbH
502410,Airport Fire Department - The Simulation,VIS-Games,United Independent Entertainment GmbH
502420,Firefighters - The Simulation,VIS-Games,United Independent Entertainment GmbH
502430,Roadworks - The Simulation,VIS - Visual Imagination Software,United Independent Entertainment GmbH
502440,Plant Fire Department - The Simulation,VIS-Games,United Independent Entertainment GmbH
502450,Professional Construction - The Simulation,VIS-Games,United Independent Entertainment GmbH
239410,Catan: Creator's Edition,United Soft Media,United Soft Media
544730,Catan Universe,Exozet,United Soft Media
376250,Ground Breakers,UnitedIndie,UnitedIndie
630280,StageX,UnitedRealityLab,UnitedRealityLab
435230,Medieval Playground,Americo Mateus Rodrigues,Universus Software
4920,Natural Selection 2,Unknown Worlds Entertainment,Unknown Worlds Entertainment
264710,Subnautica,Unknown Worlds Entertainment,Unknown Worlds Entertainment
273550,Terrain Test,Unknown Worlds Entertainment,Unknown Worlds Entertainment
310110,NS2: Combat,Faultline Games,Unknown Worlds Entertainment
379210,Wayward,Unlok,Unlok
389010,Unnamed Fiasco,Unnamed Fiasco Team,Unnamed Fiasco Team
446270,UnnyWorld,Unnyhog,Unnyhog
243160,Mushroom 11,Untame,Untame
372970,Cash_Out,Untouch,Untouch
485610,Ball 3D: Soccer Online,Unusualsoft,Unusualsoft
687850,Head Goal,Unusualsoft,Unusualsoft
413870,Sickness,Zetsubou,Unwonted Studios
463020,Wander No More,Zetsubou,Unwonted Studios
367020,No One But You,Unwonted Studios,"Unwonted Studios, Sekai Project"
312970,My Ex-Boyfriend the Space Tyrant,Up Multimedia,Up Multimedia
428690,Youtubers Life,U-Play Online,U-Play Online
270510,EPOCH,Uppercut Games Pty Ltd,Uppercut Games Pty Ltd
301860,Submerged,Uppercut Games Pty Ltd,Uppercut Games Pty Ltd
680120,The Moon Night,FarBox Games,Urban_People
562090,Kronos,UroboroStudio,UroboroStudio
587450,Saurian,"Urvogel Games, LLC","Urvogel Games, LLC"
549100,GravNewton,"JOZGames, Use Your Head - Games",Use Your Head - Games
542930,Painted Memories,Useless Machines,Useless Machines
547710,Darkness Ahead,Useless Machines,Useless Machines
603090,Dream Stone,Useless Machines,Useless Machines
620130,Chaos Town,Useless Machines,Useless Machines
497940,Destiny of Ancient Kingdoms,Utopia Dream Entertainment Alliance (Pty) Ltd - South Africa,Utopia Dream Entertainment Alliance (Pty) Ltd - South Africa
204960,Magical Drop V,Golgoth Studio,UTV Ignition Entertainment
566350,Quizality,UV Games Ltd,UV Games Ltd
536530,Marlene Betwixt,Uzi Games,Uzi Games
543010,Old Time Hockey,V7 Entertainment Inc.,V7 Entertainment Inc.
530330,Blameless,Vaclav Hudec,Vaclav Hudec
504400,Optika,Vadim Ledyaev,Vadim Ledyaev
264120,Victory: The Age of Racing,Vae Victis Games,Vae Victis Games
346610,Racecraft,Vae Victis Games,Vae Victis Games
513760,3dSunshine,Vain Media LLC,Vain Media LLC
553790,Once in Yaissor,Valera Entertainment,Valera Entertainment
409100,The Purring Quest,Valhalla Cats,Valhalla Cats
425870,Gyrodisc Super League,Valiant Interactive,Valiant Interactive
279070,9th Dawn II,Valorware,Valorware
355980,Dungeon Warfare,Valsar,Valsar
12570,Hot Dish,Zemnott,ValuSoft
12580,Dr. Daisy Pet Vet,Zemnott,ValuSoft
33770,Drakensang: The River of Time,DTP,Valusoft
33790,Elizabeth Find M.D. - Diagnosis Mystery - Season 2,"Gunnar Games, Inc.",ValuSoft
12510,Prison Tycoon 3: Lockdown,"Gamebryo, Virtual Playground","ValuSoft, Retroism"
12520,18 Wheels of Steel: American Long Haul,SCS Software,"ValuSoft, Retroism"
12530,Hunting Unlimited 2008,SCS Software,"ValuSoft, Retroism"
12540,Mahjongg Investigations: Under Suspicion,Zemnott,"ValuSoft, Retroism"
12560,Ride! Carnival Tycoon,Gabriel Entertainment,"ValuSoft, Retroism"
12590,Sprint Cars Road to Knoxville,BigAnt Studios,"ValuSoft, Retroism"
12600,Midnight Outlaw: 6 Hours to SunUp,"Merscom, Babylon","ValuSoft, Retroism"
12650,Fetch It Again,dtp â€“ young entertainment Gmbh & Co. KG,"ValuSoft, Retroism"
12660,Miss Popularity,dtp â€“ young entertainment Gmbh & Co. KG,"ValuSoft, Retroism"
12670,Mission Runway,Virtual Playground,"ValuSoft, Retroism"
12690,Hunting Unlimited 2010,,"ValuSoft, Retroism"
33700,Paws and Claws: Pampered Pets,dtp â€“ young entertainment Gmbh & Co. KG,"ValuSoft, Retroism"
33710,Paws and Claws: Pet School,dtp â€“ young entertainment Gmbh & Co. KG,"ValuSoft, Retroism"
33720,Paws and Claws: Pet Vet,dtp â€“ young entertainment Gmbh & Co. KG,"ValuSoft, Retroism"
33730,18 Wheels of Steel: Extreme Trucker,,"ValuSoft, Retroism"
33750,Prison Tycoon 4: SuperMax,,"ValuSoft, Retroism"
33760,The Search for Amelia Earhart,Bamtang,"ValuSoft, Retroism"
354820,Prison Tycoon Alcatraz,ValuSoft,"ValuSoft, Retroism"
362740,Age of Enigma: The Secret of the Sixth Ghost,Casual Box Games,"ValuSoft, Retroism"
362780,18 Wheels of Steel: Extreme Trucker 2,ValuSoft,"ValuSoft, Retroism"
10,Counter-Strike,Valve,Valve
20,Team Fortress Classic,Valve,Valve
30,Day of Defeat,Valve,Valve
40,Deathmatch Classic,Valve,Valve
50,Half-Life: Opposing Force,Gearbox Software,Valve
60,Ricochet,Valve,Valve
70,Half-Life,Valve,Valve
80,Counter-Strike: Condition Zero,Valve,Valve
100,Counter-Strike: Condition Zero,Valve,Valve
130,Half-Life: Blue Shift,Gearbox Software,Valve
220,Half-Life 2,Valve,Valve
240,Counter-Strike: Source,Valve,Valve
280,Half-Life: Source,Valve,Valve
300,Day of Defeat: Source,Valve,Valve
320,Half-Life 2: Deathmatch,Valve,Valve
340,Half-Life 2: Lost Coast,Valve,Valve
360,Half-Life Deathmatch: Source,Valve,Valve
380,Half-Life 2: Episode One,Valve,Valve
400,Portal,Valve,Valve
420,Half-Life 2: Episode Two,Valve,Valve
440,Team Fortress 2,Valve,Valve
500,Left 4 Dead,Valve,Valve
550,Left 4 Dead 2,Valve,Valve
570,Dota 2,Valve,Valve
620,Portal 2,Valve,Valve
630,Alien Swarm,Valve,Valve
730,Counter-Strike: Global Offensive,Valve,Valve
1840,Source Filmmaker,Valve,Valve
4000,Garry's Mod,Facepunch Studios,Valve
450390,The Lab,Valve,Valve
453170,Destinations,Valve,Valve
517350,Squareface,VAN CUBO,VAN CUBO
48950,Greed Corp,Vanguard Games,Vanguard Entertainment Group
102810,Gatling Gears,Vanguard Games,Vanguard Games
294040,Loot Hero DX,VaragtP,VaragtP
371570,Tap Heroes,VaragtP,VaragtP
421040,Plantera,VaragtP,VaragtP
514580,Cooking Witch,VaragtP,VaragtP
368740,Obliteracers,Varkian Empire,"Varkian Empire, Deck13"
405010,Bitardia,varlamov5264,varlamov5264
448310,Bitardia Cards: Memes of 2ch,varlamov5264,varlamov5264
641860,Trenches of War,Vashta Entertainment,Vashta Entertainment
